interacting_pair,interacting_cell,id,valueResponders,valueNonresponders,RatioRespondersVsNonresponders,LogRatioRespondersVsNonresponders
SELP_SELPLG,Endothelial.CD4_T_cells,SELP_SELPLG-Endothelial.CD4_T_cells,0.1,1.437,0.069589422,-1.157456768
FN1_a4b7 complex,Endothelial.CD4_T_cells,FN1_a4b7 complex-Endothelial.CD4_T_cells,0.1,1.228,0.081433225,-1.089198367
CD55_ADGRE5,Endothelial.CD4_T_cells,CD55_ADGRE5-Endothelial.CD4_T_cells,0.1,2.701,0.037023325,-1.431524584
SELP_SELPLG,Endothelial.CD8_act_T_cells,SELP_SELPLG-Endothelial.CD8_act_T_cells,0.1,0.967,0.103412616,-0.985426474
HLA-DPA1_TNFSF9,Endothelial.CD8_act_T_cells,HLA-DPA1_TNFSF9-Endothelial.CD8_act_T_cells,0.1,5.188,0.019275251,-1.714999967
LGALS9_SLC1A5,Endothelial.CD8_act_T_cells,LGALS9_SLC1A5-Endothelial.CD8_act_T_cells,0.1,0.631,0.158478605,-0.800029359
PVR_CD226,Endothelial.CD8_ex_T_cells,PVR_CD226-Endothelial.CD8_ex_T_cells,0.1,0.434,0.230414747,-0.63748973
PODXL_SELL,Endothelial.CD8_ex_T_cells,PODXL_SELL-Endothelial.CD8_ex_T_cells,0.1,2.158,0.046339203,-1.33405144
SELP_SELPLG,Endothelial.CD8_ex_T_cells,SELP_SELPLG-Endothelial.CD8_ex_T_cells,0.1,0.99,0.101010101,-0.995635195
FN1_a4b7 complex,Endothelial.CD8_ex_T_cells,FN1_a4b7 complex-Endothelial.CD8_ex_T_cells,0.1,1.223,0.081766149,-1.087426457
LGALS9_HAVCR2,Endothelial.CD8_ex_T_cells,LGALS9_HAVCR2-Endothelial.CD8_ex_T_cells,0.1,0.569,0.175746924,-0.755112266
CD40_CD40LG,Endothelial.CD8_ex_T_cells,CD40_CD40LG-Endothelial.CD8_ex_T_cells,0.1,1.152,0.086805556,-1.061452479
ICAM1_SPN,Endothelial.CD8_ex_T_cells,ICAM1_SPN-Endothelial.CD8_ex_T_cells,0.1,2.608,0.038343558,-1.416307587
JAG1_NOTCH2,Endothelial.CD8_ex_T_cells,JAG1_NOTCH2-Endothelial.CD8_ex_T_cells,0.1,1.003,0.099700897,-1.001300933
CD55_ADGRE5,Endothelial.CD8_ex_T_cells,CD55_ADGRE5-Endothelial.CD8_ex_T_cells,0.1,2.907,0.034399725,-1.463445032
PVR_TIGIT,Endothelial.CD8_mem_T_cells,PVR_TIGIT-Endothelial.CD8_mem_T_cells,0.1,1.471,0.067980965,-1.167612673
SELP_SELPLG,Endothelial.CD8_mem_T_cells,SELP_SELPLG-Endothelial.CD8_mem_T_cells,0.1,1.254,0.079744817,-1.098297536
LGALS9_CD44,Endothelial.CD8_mem_T_cells,LGALS9_CD44-Endothelial.CD8_mem_T_cells,0.1,4.406,0.022696323,-1.644044493
CD55_ADGRE5,Endothelial.CD8_mem_T_cells,CD55_ADGRE5-Endothelial.CD8_mem_T_cells,0.1,3.002,0.033311126,-1.477410688
ACKR1_CCL17,Endothelial.DCs,ACKR1_CCL17-Endothelial.DCs,0.1,14.737,0.006785642,-2.168409084
PVR_TNFSF9,Endothelial.DCs,PVR_TNFSF9-Endothelial.DCs,0.1,0.437,0.228832952,-0.640481437
SELP_SELPLG,Endothelial.DCs,SELP_SELPLG-Endothelial.DCs,0.1,0.846,0.11820331,-0.927370363
SELE_GLG1,Endothelial.DCs,SELE_GLG1-Endothelial.DCs,0.1,2.902,0.034458994,-1.462697408
CXCL12_CXCR4,Endothelial.DCs,CXCL12_CXCR4-Endothelial.DCs,0.1,4.131,0.024207214,-1.616055195
NRP2_SEMA3C,Endothelial.DCs,NRP2_SEMA3C-Endothelial.DCs,0.1,1.035,0.096618357,-1.01494035
JAG1_NOTCH2,Endothelial.DCs,JAG1_NOTCH2-Endothelial.DCs,0.1,1.047,0.095510984,-1.019946682
HLA-F_LILRB2,Endothelial.DCs,HLA-F_LILRB2-Endothelial.DCs,0.1,1.14,0.087719298,-1.056904851
NOTCH4_JAG2,Endothelial.Endothelial,NOTCH4_JAG2-Endothelial.Endothelial,0.1,0.609,0.164203612,-0.784617293
SELP_CD34,Endothelial.Endothelial,SELP_CD34-Endothelial.Endothelial,0.1,2.524,0.039619651,-1.402089351
NOTCH4_DLL4,Endothelial.Endothelial,NOTCH4_DLL4-Endothelial.Endothelial,0.1,0.854,0.117096019,-0.931457871
ANGPT2_TEK,Endothelial.Endothelial,ANGPT2_TEK-Endothelial.Endothelial,0.1,1.693,0.059066745,-1.228656958
COL21A1_a2b1 complex,Endothelial.Endothelial,COL21A1_a2b1 complex-Endothelial.Endothelial,0.1,0.547,0.182815356,-0.737987326
FLT1 complex_PGF,Endothelial.Endothelial,FLT1 complex_PGF-Endothelial.Endothelial,0.1,1.468,0.068119891,-1.166726056
JAG1_NOTCH4,Endothelial.Endothelial,JAG1_NOTCH4-Endothelial.Endothelial,0.1,1.086,0.092081031,-1.035829825
NOTCH1_JAG2,Endothelial.Endothelial,NOTCH1_JAG2-Endothelial.Endothelial,0.1,0.599,0.166944908,-0.777426822
COL21A1_a1b1 complex,Endothelial.Endothelial,COL21A1_a1b1 complex-Endothelial.Endothelial,0.1,0.507,0.197238659,-0.705007959
EPHB4_EFNB1,Endothelial.Endothelial,EPHB4_EFNB1-Endothelial.Endothelial,0.1,0.441,0.22675737,-0.644438589
COL15A1_a2b1 complex,Endothelial.Endothelial,COL15A1_a2b1 complex-Endothelial.Endothelial,0.1,3.356,0.029797378,-1.525821952
NRP2_SEMA3F,Endothelial.Endothelial,NRP2_SEMA3F-Endothelial.Endothelial,0.1,0.912,0.109649123,-0.959994838
FLT1_PGF,Endothelial.Endothelial,FLT1_PGF-Endothelial.Endothelial,0.1,2.852,0.035063114,-1.455149521
COL4A1_a2b1 complex,Endothelial.Endothelial,COL4A1_a2b1 complex-Endothelial.Endothelial,0.1,5.573,0.017943657,-1.746089043
FN1_a2b1 complex,Endothelial.Endothelial,FN1_a2b1 complex-Endothelial.Endothelial,0.1,1.27,0.078740157,-1.103803721
COL4A2_a2b1 complex,Endothelial.Endothelial,COL4A2_a2b1 complex-Endothelial.Endothelial,0.1,5.019,0.019924288,-1.700617196
JAM2_JAM3,Endothelial.Endothelial,JAM2_JAM3-Endothelial.Endothelial,0.1,1.444,0.069252078,-1.159567193
LAMC1_a2b1 complex,Endothelial.Endothelial,LAMC1_a2b1 complex-Endothelial.Endothelial,0.1,0.923,0.108342362,-0.965201701
LGALS9_MET,Endothelial.Endothelial,LGALS9_MET-Endothelial.Endothelial,0.1,0.404,0.247524752,-0.606381365
COL18A1_a2b1 complex,Endothelial.Endothelial,COL18A1_a2b1 complex-Endothelial.Endothelial,0.1,1.18,0.084745763,-1.071882007
COL15A1_a1b1 complex,Endothelial.Endothelial,COL15A1_a1b1 complex-Endothelial.Endothelial,0.1,3.315,0.030165913,-1.520483533
COL4A1_a1b1 complex,Endothelial.Endothelial,COL4A1_a1b1 complex-Endothelial.Endothelial,0.1,5.533,0.018073378,-1.74296067
NRP1_PGF,Endothelial.Endothelial,NRP1_PGF-Endothelial.Endothelial,0.1,1.647,0.060716454,-1.216693599
COL4A2_a1b1 complex,Endothelial.Endothelial,COL4A2_a1b1 complex-Endothelial.Endothelial,0.1,4.979,0.020084354,-1.697142126
JAM3_JAM3,Endothelial.Endothelial,JAM3_JAM3-Endothelial.Endothelial,0.1,0.611,0.163666121,-0.78604121
COL18A1_a1b1 complex,Endothelial.Endothelial,COL18A1_a1b1 complex-Endothelial.Endothelial,0.1,1.139,0.087796313,-1.056523724
NRP2_PGF,Endothelial.Endothelial,NRP2_PGF-Endothelial.Endothelial,0.1,1.221,0.081900082,-1.086715664
LGALS9_PTPRK,Endothelial.Endothelial,LGALS9_PTPRK-Endothelial.Endothelial,0.1,0.951,0.105152471,-0.978180517
LGALS9_SLC1A5,Endothelial.Endothelial,LGALS9_SLC1A5-Endothelial.Endothelial,0.1,0.441,0.22675737,-0.644438589
CD74_APP,Endothelial.Endothelial,CD74_APP-Endothelial.Endothelial,0.1,28.522,0.003506065,-2.455179976
THY1_aXb2 complex,Endothelial.Macrophages,THY1_aXb2 complex-Endothelial.Macrophages,0.1,1.63,0.061349693,-1.212187604
LGALS9_LRP1,Endothelial.Macrophages,LGALS9_LRP1-Endothelial.Macrophages,0.1,0.456,0.219298246,-0.658964843
LGALS9_HAVCR2,Endothelial.Macrophages,LGALS9_HAVCR2-Endothelial.Macrophages,0.1,0.697,0.143472023,-0.843232778
LGALS9_CD44,Endothelial.Macrophages,LGALS9_CD44-Endothelial.Macrophages,0.1,7.566,0.013217024,-1.878866337
CD55_ADGRE5,Endothelial.Macrophages,CD55_ADGRE5-Endothelial.Macrophages,0.1,2.603,0.038417211,-1.415474168
LIFR_LIF,Endothelial.Melanocytes,LIFR_LIF-Endothelial.Melanocytes,0.1,1.016,0.098425197,-1.006893708
LGALS9_DAG1,Endothelial.Melanocytes,LGALS9_DAG1-Endothelial.Melanocytes,0.1,0.299,0.334448161,-0.475671188
JAM3_JAM3,Endothelial.Melanocytes,JAM3_JAM3-Endothelial.Melanocytes,0.1,0.498,0.200803213,-0.697229343
LGALS9_CD44,Endothelial.Melanocytes,LGALS9_CD44-Endothelial.Melanocytes,0.1,5.394,0.018539118,-1.731910942
ICAM1_AREG,Endothelial.Melanocytes,ICAM1_AREG-Endothelial.Melanocytes,0.1,2.769,0.036114121,-1.442322956
JAG1_NOTCH2,Endothelial.Melanocytes,JAG1_NOTCH2-Endothelial.Melanocytes,0.1,0.865,0.115606936,-0.937016107
CD55_ADGRE5,Endothelial.Melanocytes,CD55_ADGRE5-Endothelial.Melanocytes,0.1,2.504,0.039936102,-1.398634325
TEK_ANGPT1,Endothelial.Myofibroblasts,TEK_ANGPT1-Endothelial.Myofibroblasts,0.1,0.729,0.137174211,-0.862727528
EFNA1_EPHA3,Endothelial.Myofibroblasts,EFNA1_EPHA3-Endothelial.Myofibroblasts,0.1,1.057,0.094607379,-1.024074987
COL21A1_a1b1 complex,Endothelial.Myofibroblasts,COL21A1_a1b1 complex-Endothelial.Myofibroblasts,0.1,1.481,0.067521945,-1.170555059
FLT1 complex_VEGFA,Endothelial.Myofibroblasts,FLT1 complex_VEGFA-Endothelial.Myofibroblasts,0.1,1.294,0.077279753,-1.111934276
FN1_aVb5 complex,Endothelial.Myofibroblasts,FN1_aVb5 complex-Endothelial.Myofibroblasts,0.1,1.152,0.086805556,-1.061452479
JAM3_JAM3,Endothelial.Myofibroblasts,JAM3_JAM3-Endothelial.Myofibroblasts,0.1,0.807,0.123915737,-0.906873535
NRP1_VEGFA,Endothelial.Myofibroblasts,NRP1_VEGFA-Endothelial.Myofibroblasts,0.1,1.472,0.067934783,-1.16790781
LGALS9_LRP1,Endothelial.Myofibroblasts,LGALS9_LRP1-Endothelial.Myofibroblasts,0.1,0.523,0.191204589,-0.718501689
MDK_LRP1,Endothelial.Myofibroblasts,MDK_LRP1-Endothelial.Myofibroblasts,0.1,0.794,0.125944584,-0.899820502
LGALS9_PTPRK,Endothelial.Myofibroblasts,LGALS9_PTPRK-Endothelial.Myofibroblasts,0.1,0.682,0.146627566,-0.833784375
NRP2_VEGFA,Endothelial.Myofibroblasts,NRP2_VEGFA-Endothelial.Myofibroblasts,0.1,1.047,0.095510984,-1.019946682
JAG1_NOTCH2,Endothelial.Myofibroblasts,JAG1_NOTCH2-Endothelial.Myofibroblasts,0.1,0.934,0.107066381,-0.970346876
CD55_ADGRE5,Endothelial.Myofibroblasts,CD55_ADGRE5-Endothelial.Myofibroblasts,0.1,2.627,0.038066235,-1.419460073
LAMP1_FAM3C,Endothelial.Myofibroblasts,LAMP1_FAM3C-Endothelial.Myofibroblasts,0.1,0.914,0.10940919,-0.960946196
COL21A1_a1b1 complex,Endothelial.NK_cells,COL21A1_a1b1 complex-Endothelial.NK_cells,0.1,0.631,0.158478605,-0.800029359
PECAM1_CD38,Endothelial.NK_cells,PECAM1_CD38-Endothelial.NK_cells,0.1,4.279,0.023369946,-1.631342286
FGFR1_NCAM1,Endothelial.NK_cells,FGFR1_NCAM1-Endothelial.NK_cells,0.1,0.59,0.169491525,-0.770852012
CLEC2B_KLRF1,Endothelial.NK_cells,CLEC2B_KLRF1-Endothelial.NK_cells,0.1,2.989,0.033456005,-1.475525915
HLA-E_KLRC2,Endothelial.NK_cells,HLA-E_KLRC2-Endothelial.NK_cells,0.1,8.383,0.011928904,-1.923399466
COL15A1_a1b1 complex,Endothelial.NK_cells,COL15A1_a1b1 complex-Endothelial.NK_cells,0.1,3.439,0.02907822,-1.536432176
COL4A1_a1b1 complex,Endothelial.NK_cells,COL4A1_a1b1 complex-Endothelial.NK_cells,0.1,5.656,0.017680339,-1.752509401
COL4A2_a1b1 complex,Endothelial.NK_cells,COL4A2_a1b1 complex-Endothelial.NK_cells,0.1,5.103,0.019596316,-1.707825568
FN1_a4b7 complex,Endothelial.NK_cells,FN1_a4b7 complex-Endothelial.NK_cells,0.1,1.249,0.080064051,-1.096562438
SELE_GLG1,Endothelial.NK_cells,SELE_GLG1-Endothelial.NK_cells,0.1,3.184,0.031407035,-1.502973059
COL18A1_a1b1 complex,Endothelial.NK_cells,COL18A1_a1b1 complex-Endothelial.NK_cells,0.1,1.263,0.079176564,-1.101403351
LGALS9_HAVCR2,Endothelial.NK_cells,LGALS9_HAVCR2-Endothelial.NK_cells,0.1,0.921,0.108577633,-0.96425963
FN1_aVb1 complex,Endothelial.NK_cells,FN1_aVb1 complex-Endothelial.NK_cells,0.1,1.246,0.080256822,-1.095518042
LGALS9_CD44,Endothelial.NK_cells,LGALS9_CD44-Endothelial.NK_cells,0.1,4.461,0.022416499,-1.649432223
ICAM1_ITGAL,Endothelial.NK_cells,ICAM1_ITGAL-Endothelial.NK_cells,0.1,2.456,0.040716612,-1.390228362
ICAM1_aLb2 complex,Endothelial.NK_cells,ICAM1_aLb2 complex-Endothelial.NK_cells,0.1,2.456,0.040716612,-1.390228362
ICAM2_aLb2 complex,Endothelial.NK_cells,ICAM2_aLb2 complex-Endothelial.NK_cells,0.1,1.182,0.084602369,-1.072617477
LAMP1_FAM3C,Endothelial.NK_cells,LAMP1_FAM3C-Endothelial.NK_cells,0.1,1.065,0.093896714,-1.027349608
SELP_SELPLG,Endothelial.Plasma_cells,SELP_SELPLG-Endothelial.Plasma_cells,0.1,0.817,0.122399021,-0.912222057
LGALS9_SLC1A5,Endothelial.Plasma_cells,LGALS9_SLC1A5-Endothelial.Plasma_cells,0.1,0.369,0.27100271,-0.567026366
TNFRSF1A_GRN,Endothelial.Plasma_cells,TNFRSF1A_GRN-Endothelial.Plasma_cells,0.1,1.291,0.077459334,-1.110926242
LAMP1_FAM3C,Endothelial.Plasma_cells,LAMP1_FAM3C-Endothelial.Plasma_cells,0.1,0.767,0.130378096,-0.884795364
CD200_CD200R1,Endothelial.Tcell_prolif,CD200_CD200R1-Endothelial.Tcell_prolif,0.1,1.665,0.06006006,-1.221414238
SELP_SELPLG,Endothelial.Tcell_prolif,SELP_SELPLG-Endothelial.Tcell_prolif,0.1,1.205,0.082987552,-1.080987047
TNFSF10_RIPK1,Endothelial.Tcell_prolif,TNFSF10_RIPK1-Endothelial.Tcell_prolif,0.1,1.095,0.091324201,-1.039414119
CD40_CD40LG,Endothelial.Tcell_prolif,CD40_CD40LG-Endothelial.Tcell_prolif,0.1,0.951,0.105152471,-0.978180517
LGALS9_SLC1A5,Endothelial.Tcell_prolif,LGALS9_SLC1A5-Endothelial.Tcell_prolif,0.1,0.472,0.211864407,-0.673941999
FAM3C_CLEC2D,Endothelial.Tcell_prolif,FAM3C_CLEC2D-Endothelial.Tcell_prolif,0.1,1.539,0.064977258,-1.18723862
CD55_ADGRE5,Endothelial.Tcell_prolif,CD55_ADGRE5-Endothelial.Tcell_prolif,0.1,2.774,0.036049027,-1.443106457
SELP_SELPLG,Endothelial.Tregs,SELP_SELPLG-Endothelial.Tregs,0.1,1.606,0.062266501,-1.205745541
PVR_CD96,Endothelial.Tregs,PVR_CD96-Endothelial.Tregs,0.1,0.639,0.156494523,-0.805500858
CXCL12_CXCR4,Endothelial.Tregs,CXCL12_CXCR4-Endothelial.Tregs,0.1,3.882,0.025759918,-1.589055531
LGALS9_CD44,Endothelial.Tregs,LGALS9_CD44-Endothelial.Tregs,0.1,3.232,0.030940594,-1.509471352
CD55_ADGRE5,Endothelial.Tregs,CD55_ADGRE5-Endothelial.Tregs,0.1,2.725,0.036697248,-1.435366507
SELP_CD24,Endothelial.Tumor_1,SELP_CD24-Endothelial.Tumor_1,0.1,1.383,0.07230658,-1.14082218
FLT1 complex_VEGFA,Endothelial.Tumor_1,FLT1 complex_VEGFA-Endothelial.Tumor_1,0.1,1.882,0.053134963,-1.274619619
FGFR1_FGF5,Endothelial.Tumor_1,FGFR1_FGF5-Endothelial.Tumor_1,0.1,0.579,0.172711572,-0.762678564
EPHB4_EFNB1,Endothelial.Tumor_1,EPHB4_EFNB1-Endothelial.Tumor_1,0.1,0.586,0.170648464,-0.767897616
FZD6_WNT5A,Endothelial.Tumor_1,FZD6_WNT5A-Endothelial.Tumor_1,0.1,0.512,0.1953125,-0.709269961
THBS1_a3b1 complex,Endothelial.Tumor_1,THBS1_a3b1 complex-Endothelial.Tumor_1,0.1,1.636,0.061124694,-1.213783299
LGALS9_SORL1,Endothelial.Tumor_1,LGALS9_SORL1-Endothelial.Tumor_1,0.1,0.389,0.257069409,-0.589949601
NRP1_VEGFA,Endothelial.Tumor_1,NRP1_VEGFA-Endothelial.Tumor_1,0.1,2.06,0.048543689,-1.31386722
LGALS9_PTPRK,Endothelial.Tumor_1,LGALS9_PTPRK-Endothelial.Tumor_1,0.1,0.981,0.101936799,-0.991669007
NRP2_VEGFA,Endothelial.Tumor_1,NRP2_VEGFA-Endothelial.Tumor_1,0.1,1.635,0.06116208,-1.213517757
JAG1_NOTCH2,Endothelial.Tumor_1,JAG1_NOTCH2-Endothelial.Tumor_1,0.1,0.931,0.107411386,-0.968949681
SELP_CD24,Endothelial.Tumor_2,SELP_CD24-Endothelial.Tumor_2,0.1,3.244,0.030826141,-1.511080846
COL21A1_a2b1 complex,Endothelial.Tumor_2,COL21A1_a2b1 complex-Endothelial.Tumor_2,0.1,1.566,0.06385696,-1.194791758
FLT1 complex_PGF,Endothelial.Tumor_2,FLT1 complex_PGF-Endothelial.Tumor_2,0.1,1.085,0.092165899,-1.035429738
FLT1 complex_VEGFA,Endothelial.Tumor_2,FLT1 complex_VEGFA-Endothelial.Tumor_2,0.1,1.216,0.082236842,-1.084933575
EPHB4_EFNB1,Endothelial.Tumor_2,EPHB4_EFNB1-Endothelial.Tumor_2,0.1,0.961,0.104058273,-0.982723388
FLT1_PGF,Endothelial.Tumor_2,FLT1_PGF-Endothelial.Tumor_2,0.1,2.468,0.040518639,-1.392345155
PVR_TNFSF9,Endothelial.Tumor_2,PVR_TNFSF9-Endothelial.Tumor_2,0.1,0.412,0.242718447,-0.614897216
LGALS9_MET,Endothelial.Tumor_2,LGALS9_MET-Endothelial.Tumor_2,0.1,0.315,0.317460317,-0.498310554
JAG1_NOTCH3,Endothelial.Tumor_2,JAG1_NOTCH3-Endothelial.Tumor_2,0.1,0.983,0.1017294,-0.992553518
NRP1_PGF,Endothelial.Tumor_2,NRP1_PGF-Endothelial.Tumor_2,0.1,1.263,0.079176564,-1.101403351
SELE_GLG1,Endothelial.Tumor_2,SELE_GLG1-Endothelial.Tumor_2,0.1,2.966,0.033715442,-1.472171147
NRP1_VEGFA,Endothelial.Tumor_2,NRP1_VEGFA-Endothelial.Tumor_2,0.1,1.394,0.071736011,-1.144262774
LGALS9_LRP1,Endothelial.Tumor_2,LGALS9_LRP1-Endothelial.Tumor_2,0.1,0.335,0.298507463,-0.525044807
NRP2_PGF,Endothelial.Tumor_2,NRP2_PGF-Endothelial.Tumor_2,0.1,0.838,0.119331742,-0.923244019
MDK_LRP1,Endothelial.Tumor_2,MDK_LRP1-Endothelial.Tumor_2,0.1,0.606,0.165016502,-0.782472624
LGALS9_PTPRK,Endothelial.Tumor_2,LGALS9_PTPRK-Endothelial.Tumor_2,0.1,0.499,0.200400802,-0.698100546
NRP2_VEGFA,Endothelial.Tumor_2,NRP2_VEGFA-Endothelial.Tumor_2,0.1,0.969,0.103199174,-0.986323777
TNFRSF10B_TNFSF10,Endothelial.Tumor_2,TNFRSF10B_TNFSF10-Endothelial.Tumor_2,0.1,1.586,0.063051702,-1.200303183
LGALS9_CD47,Endothelial.Tumor_2,LGALS9_CD47-Endothelial.Tumor_2,0.1,1.132,0.088339223,-1.053846427
JAG1_NOTCH2,Endothelial.Tumor_2,JAG1_NOTCH2-Endothelial.Tumor_2,0.1,1.09,0.091743119,-1.037426498
CD46_JAG1,Endothelial.Tumor_2,CD46_JAG1-Endothelial.Tumor_2,0.1,2.12,0.047169811,-1.326335861
TNFRSF1A_GRN,Endothelial.Tumor_2,TNFRSF1A_GRN-Endothelial.Tumor_2,0.1,1.395,0.071684588,-1.144574208
PECAM1_CD38,Endothelial.pDCs,PECAM1_CD38-Endothelial.pDCs,0.1,3.765,0.026560425,-1.575764981
PVR_TNFSF9,Endothelial.pDCs,PVR_TNFSF9-Endothelial.pDCs,0.1,0.473,0.21141649,-0.674861141
SELP_SELPLG,Endothelial.pDCs,SELP_SELPLG-Endothelial.pDCs,0.1,1.425,0.070175439,-1.153814864
LGALS9_SORL1,Endothelial.pDCs,LGALS9_SORL1-Endothelial.pDCs,0.1,0.533,0.187617261,-0.726727209
CD40_TNFSF13B,Endothelial.pDCs,CD40_TNFSF13B-Endothelial.pDCs,0.1,0.94,0.106382979,-0.973127854
LGALS9_HAVCR2,Endothelial.pDCs,LGALS9_HAVCR2-Endothelial.pDCs,0.1,0.38,0.263157895,-0.579783597
LTBR_LTB,Endothelial.pDCs,LTBR_LTB-Endothelial.pDCs,0.1,3.332,0.030012005,-1.522704993
CXCL12_CXCR4,Endothelial.pDCs,CXCL12_CXCR4-Endothelial.pDCs,0.1,5.333,0.018751172,-1.726971584
LGALS9_CD47,Endothelial.pDCs,LGALS9_CD47-Endothelial.pDCs,0.1,1.73,0.057803468,-1.238046103
CD74_APP,Endothelial.pDCs,CD74_APP-Endothelial.pDCs,0.1,28.263,0.003538195,-2.451218259
CD55_ADGRE5,Endothelial.pDCs,CD55_ADGRE5-Endothelial.pDCs,0.1,2.617,0.038211693,-1.417803723
C5AR1_RPS19,Macrophages.B_cells,C5AR1_RPS19-Macrophages.B_cells,0.1,28.157,0.003551515,-2.449586381
PLXNB2_SEMA4D,Macrophages.B_cells,PLXNB2_SEMA4D-Macrophages.B_cells,0.1,0.468,0.213675214,-0.670245853
TNFSF13_TNFRSF14,Macrophages.B_cells,TNFSF13_TNFRSF14-Macrophages.B_cells,0.1,0.685,0.145985401,-0.835690571
LGALS9_CD47,Macrophages.B_cells,LGALS9_CD47-Macrophages.B_cells,0.1,1.187,0.084245998,-1.074450719
TNF_TNFRSF1B,Macrophages.B_cells,TNF_TNFRSF1B-Macrophages.B_cells,0.1,1.812,0.055187638,-1.258158193
SIRPA_CD47,Macrophages.B_cells,SIRPA_CD47-Macrophages.B_cells,0.1,1.658,0.060313631,-1.219584526
TNFSF14_TNFRSF14,Macrophages.B_cells,TNFSF14_TNFRSF14-Macrophages.B_cells,0.1,0.933,0.107181136,-0.969881644
TNFRSF1B_GRN,Macrophages.B_cells,TNFRSF1B_GRN-Macrophages.B_cells,0.1,2.76,0.036231884,-1.440909082
TNFRSF1A_GRN,Macrophages.B_cells,TNFRSF1A_GRN-Macrophages.B_cells,0.1,1.347,0.07423905,-1.129367596
LAMP1_FAM3C,Macrophages.B_cells,LAMP1_FAM3C-Macrophages.B_cells,0.1,1.01,0.099009901,-1.004321374
CCL3L3_DPP4,Macrophages.CAFs,CCL3L3_DPP4-Macrophages.CAFs,0.1,4.773,0.020951184,-1.678791434
CXCL2_DPP4,Macrophages.CAFs,CXCL2_DPP4-Macrophages.CAFs,0.1,13.876,0.007206688,-2.142264291
NOTCH2_IL24,Macrophages.CAFs,NOTCH2_IL24-Macrophages.CAFs,0.1,4.687,0.021335609,-1.670894954
CCL4_SLC7A1,Macrophages.CAFs,CCL4_SLC7A1-Macrophages.CAFs,0.1,14.307,0.006989586,-2.155548577
TNF_FAS,Macrophages.CAFs,TNF_FAS-Macrophages.CAFs,0.1,1.55,0.064516129,-1.190331698
LGALS9_SLC1A5,Macrophages.CAFs,LGALS9_SLC1A5-Macrophages.CAFs,0.1,0.385,0.25974026,-0.58546073
LGALS9_CD44,Macrophages.CAFs,LGALS9_CD44-Macrophages.CAFs,0.1,3.438,0.029086678,-1.536305872
TNF_TNFRSF1B,Macrophages.CD4_T_cells,TNF_TNFRSF1B-Macrophages.CD4_T_cells,0.1,2.497,0.040048058,-1.397418542
TNF_TNFRSF1A,Macrophages.CD4_T_cells,TNF_TNFRSF1A-Macrophages.CD4_T_cells,0.1,1.637,0.061087355,-1.214048679
ICAM3_aLb2 complex,Macrophages.CD4_T_cells,ICAM3_aLb2 complex-Macrophages.CD4_T_cells,0.1,0.652,0.153374233,-0.814247596
CD55_ADGRE5,Macrophages.CD4_T_cells,CD55_ADGRE5-Macrophages.CD4_T_cells,0.1,1.916,0.052192067,-1.282395505
LGALS9_SLC1A5,Macrophages.CD8_act_T_cells,LGALS9_SLC1A5-Macrophages.CD8_act_T_cells,0.1,0.676,0.147928994,-0.829946696
TNF_TNFRSF1B,Macrophages.CD8_act_T_cells,TNF_TNFRSF1B-Macrophages.CD8_act_T_cells,0.1,2.18,0.04587156,-1.338456494
ICAM3_aLb2 complex,Macrophages.CD8_act_T_cells,ICAM3_aLb2 complex-Macrophages.CD8_act_T_cells,0.1,0.841,0.118906064,-0.924795996
CD74_COPA,Macrophages.CD8_act_T_cells,CD74_COPA-Macrophages.CD8_act_T_cells,0.1,57.764,0.001731182,-2.761657259
CD40_CD40LG,Macrophages.CD8_ex_T_cells,CD40_CD40LG-Macrophages.CD8_ex_T_cells,0.1,0.954,0.104821803,-0.979548375
TNFSF13_TNFRSF14,Macrophages.CD8_ex_T_cells,TNFSF13_TNFRSF14-Macrophages.CD8_ex_T_cells,0.1,0.612,0.163398693,-0.786751422
ICAM1_SPN,Macrophages.CD8_ex_T_cells,ICAM1_SPN-Macrophages.CD8_ex_T_cells,0.1,1.817,0.055035773,-1.259354927
TGFB1_TGFBR3,Macrophages.CD8_ex_T_cells,TGFB1_TGFBR3-Macrophages.CD8_ex_T_cells,0.1,1.591,0.062853551,-1.20167018
CD74_APP,Macrophages.CD8_ex_T_cells,CD74_APP-Macrophages.CD8_ex_T_cells,0.1,57.638,0.001734967,-2.760708903
TNF_TNFRSF1A,Macrophages.CD8_ex_T_cells,TNF_TNFRSF1A-Macrophages.CD8_ex_T_cells,0.1,1.69,0.059171598,-1.227886705
TNFSF14_TNFRSF14,Macrophages.CD8_ex_T_cells,TNFSF14_TNFRSF14-Macrophages.CD8_ex_T_cells,0.1,0.859,0.116414435,-0.933993164
ICAM3_aLb2 complex,Macrophages.CD8_ex_T_cells,ICAM3_aLb2 complex-Macrophages.CD8_ex_T_cells,0.1,0.698,0.143266476,-0.843855423
TNFSF13_FAS,Macrophages.CD8_mem_T_cells,TNFSF13_FAS-Macrophages.CD8_mem_T_cells,0.1,0.656,0.152439024,-0.816903839
TNFSF13_TNFRSF14,Macrophages.CD8_mem_T_cells,TNFSF13_TNFRSF14-Macrophages.CD8_mem_T_cells,0.1,0.582,0.171821306,-0.764922985
TGFB1_TGFBR3,Macrophages.CD8_mem_T_cells,TGFB1_TGFBR3-Macrophages.CD8_mem_T_cells,0.1,1.593,0.062774639,-1.202215776
